9;cwilliam05;"ALTER TABLE sandbox.MA Missing STATE OWNER TO cwilliam05;";TABLE;sandbox.MA Missing STATE
9;cwilliam05;"ALTER TABLE sandbox.SYNEOS TARGET FILE OWNER TO cwilliam05;";TABLE;sandbox.SYNEOS TARGET FILE
